mm10_lung_postnatal_PE_bio1_ENCLB080OEI_1_1	fastqc_test	mm10_midbrain_embryo_d11.5_PE_bio2_ENCLB664GGY_1_1	mm10_liver_embryo_d12.5_PE_bio1_ENCLB774WKA_1_1	mm10_stomach_postnatal_PE_bio2_ENCLB105JML_1_2	mm10_forebrain_embryo_d15.5_PE_bio2_ENCLB997YQF_1_1	mm10_forebrain_postnatal_d0_PE_bio2_ENCLB558DNK_1_1	mm10_lung_postnatal_PE_bio2_ENCLB071NVJ_1_2	mm10_hindbrain_postnatal_d0_PE_bio1_ENCLB625SZP_1_1	mm10_intestine_embryo_d14.5_PE_bio1_ENCLB069VWJ_1_2	mm10_intestine_embryo_d16.5_PE_bio2_ENCLB539OPC_1_2	mm10_neural_tube_embryo_PE_bio2_ENCLB671DSC_1_2	mm10_hindbrain_embryo_d16.5_PE_bio1_ENCLB383AFC_1_1	mm10_stomach_embryo_d14.5_PE_bio2_ENCLB322JPD_1_2	mm10_hindbrain_postnatal_d0_PE_bio2_ENCLB962LKQ_1_2	mm10_forebrain_embryo_d16.5_PE_bio2_ENCLB055ONH_1_1	mm10_intestine_embryo_d15.5_PE_bio2_ENCLB594LAJ_1_2	mm10_forebrain_embryo_d16.5_PE_bio1_ENCLB194THE_1_2	mm10_forebrain_embryo_d14.5_PE_bio2_ENCLB312MJN_1_2	mm10_kidney_embryo_16.5_PE_bio1_ENCLB553FWL_1_2	mm10_forebrain_embryo_d11.5_PE_bio2_ENCLB477WAK_1_1	mm10_midbrain_embryo_d13.5_PE_bio1_ENCLB091EMS_1_2	mm10_intestine_embryo_d15.5_PE_bio1_ENCLB298CHP_1_2	mm10_neural_tube_embryo_PE_bio1_ENCLB448BWJ_1_2	mm10_liver_embryo_d11.5_PE_bio1_ENCLB441LCB_1_2	mm10_liver_embryo_d14.5_PE_bio2_ENCLB555EYH_1_1	mm10_intestine_postnatal_d0_PE_bio1_ENCLB362STB_1_2	mm10_lung_embryo_d14.5_PE_bio1_ENCLB517ADM_1_2	mm10_liver_postnatal_d0_PE_bio2_ENCLB282VPH_1_1	mm10_intestine_postnatal_d0_PE_bio2_ENCLB199HRA_1_2	mm10_midbrain_embryo_d15.5_PE_bio2_ENCLB782TSA_1_2	mm10_stomach_embryo_d14.5_PE_bio1_ENCLB880WNY_1_1	mm10_intestine_embryo_d14.5_PE_bio2_ENCLB325XDP_1_2	mm10_midbrain_embryo_d15.5_PE_bio1_ENCLB738SGH_1_1	mm10_hindbrain_embryo_d16.5_PE_bio2_ENCLB478RAK_1_1	mm10_hindbrain_embryo_d11.5_PE_bio2_ENCLB819YMR_1_2	mm10_liver_embryo_d11.5_PE_bio2_ENCLB479OGV_1_1	mm10_forebrain_embryo_d14.5_PE_bio1_ENCLB252ZLC_1_1	mm10_midbrain_embryo_d11.5_PE_bio1_ENCLB534QZD_1_1	mm10_lung_embryo_d14.5_PE_bio2_ENCLB224FWZ_1_2	mm10_forebrain_embryo_d12.5_PE_bio1_ENCLB949MHR_1_2	mm10_liver_postnatal_d0_PE_bio1_ENCLB303HHQ_1_1	mm10_hindbrain_embryo_d13.5_PE_bio2_ENCLB558GZX_1_1	mm10_hindbrain_embryo_d11.5_PE_bio1_ENCLB044YJH_1_2	mm10_hindbrain_embryo_d13.5_PE_bio1_ENCLB079ZQQ_1_2	mm10_forebrain_embryo_d12.5_PE_bio2_ENCLB124JXC_1_1	mm10_midbrain_embryo_d13.5_PE_bio2_ENCLB849TXF_1_2	mm10_hindbrain_embryo_d12.5_PE_bio2_ENCLB790VLV_1_1	mm10_forebrain_embryo_d13.5_PE_bio1_ENCLB429FVW_1_1	mm10_kidney_embryo_15.5_PE_bio1_ENCLB874ZPR_1_2	mm10_forebrain_postnatal_d0_PE_bio1_ENCLB042MOW_1_1	mm10_stomach_postnatal_PE_bio1_ENCLB490MGZ_1_2	mm10_liver_embryo_d12.5_PE_bio2_ENCLB090ADG_1_1	mm10_forebrain_embryo_d15.5_PE_bio1_ENCLB476DGD_1_2	mm10_liver_embryo_d14.5_PE_bio1_ENCLB200ODB_1_2	mm10_kidney_embryo_16.5_PE_bio2_ENCLB698MZX_1_1	mm10_forebrain_embryo_d13.5_PE_bio2_ENCLB589ZDE_1_1	mm10_midbrain_embryo_d16.5_PE_bio2_ENCLB488AGB_1_2	mm10_hindbrain_embryo_d12.5_PE_bio1_ENCLB264QMJ_1_2	mm10_intestine_embryo_d16.5_PE_bio1_ENCLB448PET_1_1	mm10_kidney_embryo_15.5_PE_bio2_ENCLB024QLK_1_2	mm10_forebrain_embryo_d11.5_PE_bio1_ENCLB512IZL_1_2	mm10_midbrain_embryo_d16.5_PE_bio1_ENCLB277UUA_1_1	mm10_midbrain_embryo_d16.5_PE_bio1_ENCLB277UUA_1_2	mm10_kidney_embryo_15.5_PE_bio2_ENCLB024QLK_1_1	mm10_intestine_embryo_d16.5_PE_bio1_ENCLB448PET_1_2	mm10_forebrain_embryo_d11.5_PE_bio1_ENCLB512IZL_1_1	mm10_midbrain_embryo_d16.5_PE_bio2_ENCLB488AGB_1_1	mm10_forebrain_embryo_d13.5_PE_bio2_ENCLB589ZDE_1_2	mm10_hindbrain_embryo_d12.5_PE_bio1_ENCLB264QMJ_1_1	mm10_liver_embryo_d14.5_PE_bio1_ENCLB200ODB_1_1	mm10_kidney_embryo_16.5_PE_bio2_ENCLB698MZX_1_2	mm10_forebrain_embryo_d15.5_PE_bio1_ENCLB476DGD_1_1	mm10_forebrain_postnatal_d0_PE_bio1_ENCLB042MOW_1_2	mm10_kidney_embryo_15.5_PE_bio1_ENCLB874ZPR_1_1	mm10_liver_embryo_d12.5_PE_bio2_ENCLB090ADG_1_2	mm10_stomach_postnatal_PE_bio1_ENCLB490MGZ_1_1	mm10_forebrain_embryo_d12.5_PE_bio2_ENCLB124JXC_1_2	mm10_hindbrain_embryo_d11.5_PE_bio1_ENCLB044YJH_1_1	mm10_hindbrain_embryo_d13.5_PE_bio1_ENCLB079ZQQ_1_1	mm10_forebrain_embryo_d13.5_PE_bio1_ENCLB429FVW_1_2	mm10_hindbrain_embryo_d12.5_PE_bio2_ENCLB790VLV_1_2	mm10_midbrain_embryo_d13.5_PE_bio2_ENCLB849TXF_1_1	mm10_lung_embryo_d14.5_PE_bio2_ENCLB224FWZ_1_1	mm10_forebrain_embryo_d12.5_PE_bio1_ENCLB949MHR_1_1	mm10_liver_postnatal_d0_PE_bio1_ENCLB303HHQ_1_2	mm10_midbrain_embryo_d11.5_PE_bio1_ENCLB534QZD_1_2	mm10_hindbrain_embryo_d13.5_PE_bio2_ENCLB558GZX_1_2	mm10_forebrain_embryo_d14.5_PE_bio1_ENCLB252ZLC_1_2	mm10_hindbrain_embryo_d11.5_PE_bio2_ENCLB819YMR_1_1	mm10_hindbrain_embryo_d16.5_PE_bio2_ENCLB478RAK_1_2	mm10_liver_embryo_d11.5_PE_bio2_ENCLB479OGV_1_2	mm10_midbrain_embryo_d15.5_PE_bio1_ENCLB738SGH_1_2	mm10_intestine_embryo_d14.5_PE_bio2_ENCLB325XDP_1_1	mm10_stomach_embryo_d14.5_PE_bio1_ENCLB880WNY_1_2	mm10_intestine_postnatal_d0_PE_bio2_ENCLB199HRA_1_1	mm10_midbrain_embryo_d15.5_PE_bio2_ENCLB782TSA_1_1	mm10_liver_postnatal_d0_PE_bio2_ENCLB282VPH_1_2	mm10_intestine_postnatal_d0_PE_bio1_ENCLB362STB_1_1	mm10_lung_embryo_d14.5_PE_bio1_ENCLB517ADM_1_1	mm10_neural_tube_embryo_PE_bio1_ENCLB448BWJ_1_1	mm10_liver_embryo_d11.5_PE_bio1_ENCLB441LCB_1_1	mm10_liver_embryo_d14.5_PE_bio2_ENCLB555EYH_1_2	mm10_midbrain_embryo_d13.5_PE_bio1_ENCLB091EMS_1_1	mm10_intestine_embryo_d15.5_PE_bio1_ENCLB298CHP_1_1	mm10_forebrain_embryo_d11.5_PE_bio2_ENCLB477WAK_1_2	mm10_kidney_embryo_16.5_PE_bio1_ENCLB553FWL_1_1	mm10_forebrain_embryo_d16.5_PE_bio1_ENCLB194THE_1_1	mm10_forebrain_embryo_d14.5_PE_bio2_ENCLB312MJN_1_1	mm10_forebrain_embryo_d16.5_PE_bio2_ENCLB055ONH_1_2	mm10_intestine_embryo_d15.5_PE_bio2_ENCLB594LAJ_1_1	mm10_stomach_embryo_d14.5_PE_bio2_ENCLB322JPD_1_1	mm10_hindbrain_postnatal_d0_PE_bio2_ENCLB962LKQ_1_1	mm10_hindbrain_embryo_d16.5_PE_bio1_ENCLB383AFC_1_2	mm10_neural_tube_embryo_PE_bio2_ENCLB671DSC_1_1	mm10_intestine_embryo_d16.5_PE_bio2_ENCLB539OPC_1_1	mm10_intestine_embryo_d14.5_PE_bio1_ENCLB069VWJ_1_1	mm10_hindbrain_postnatal_d0_PE_bio1_ENCLB625SZP_1_2	mm10_lung_postnatal_PE_bio2_ENCLB071NVJ_1_1	mm10_forebrain_postnatal_d0_PE_bio2_ENCLB558DNK_1_2	mm10_forebrain_embryo_d15.5_PE_bio2_ENCLB997YQF_1_2	mm10_liver_embryo_d12.5_PE_bio1_ENCLB774WKA_1_2	mm10_stomach_postnatal_PE_bio2_ENCLB105JML_1_1	mm10_lung_postnatal_PE_bio1_ENCLB080OEI_1_2	mm10_midbrain_embryo_d11.5_PE_bio2_ENCLB664GGY_1_2
PASS	Basic Statistics	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS
PASS	Per base sequence quality	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS
WARN	Per tile sequence quality	FAIL	FAIL	FAIL	WARN	FAIL	WARN	FAIL	FAIL	WARN	FAIL	FAIL	FAIL	FAIL	WARN	WARN	FAIL	FAIL	FAIL	FAIL	FAIL	WARN	FAIL	FAIL	FAIL	WARN	FAIL	FAIL	WARN	FAIL	FAIL	WARN	WARN	FAIL	FAIL	FAIL	WARN	FAIL	WARN	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	WARN	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	WARN	FAIL	FAIL	WARN	FAIL	WARN	FAIL	FAIL	FAIL	FAIL	WARN	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	WARN	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	WARN	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	WARN	WARN	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	WARN	FAIL	FAIL	FAIL	FAIL	WARN	FAIL
PASS	Per sequence quality scores	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS
FAIL	Per base sequence content	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL
PASS	Per sequence GC content	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	WARN	PASS	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	WARN	PASS	PASS	PASS	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	WARN	PASS	PASS	PASS
PASS	Per base N content	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS
WARN	Sequence Length Distribution	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN	WARN
PASS	Sequence Duplication Levels	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	WARN	PASS	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS	PASS	WARN	PASS	PASS	PASS	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	WARN	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	WARN	PASS	PASS	PASS	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	WARN	PASS	WARN	PASS	PASS	PASS	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	WARN	PASS	PASS	PASS
PASS	Overrepresented sequences	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	WARN	PASS	PASS	PASS	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS
